desertionNo,happenDt,happenPlace,kindFullNm,upKindCd,upKindNm,kindCd,kindNm,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile1,popfile7,processState,sexCd,neuterYn,specialMark,careRegNo,careNm,careTel,careAddr,careOwnerNm,orgNm,updTm,popfile8,endReason,popfile2,rfidCd,etcBigo,popfile3,adptnTitle,adptnSDate,adptnEDate,adptnConditionLimitTxt,adptnTxt,adptnImg,srvcTitle,srvcSDate,srvcEDate,srvcConditionLimitTxt,srvcTxt,popfile4,popfile5,popfile6,healthChk,sfeSoci,sfeHealth,vaccinationChk,happenYear
447510202300204,20230630,청통휴게소,[개] 믹스견,417000,개,114,믹스견,흰색,2019(년생),10(Kg),경북-영천-2023-00183,20230705,20230717,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307051607537.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307051607569.jpg,종료(자연사),Q,U,피부병과 탈모 심함(유기된지 오래됨),347510201600001,영천유기동물보호센터,054-339-7177,"경상북도 영천시 천문로 622-13 (오미동, 영천시농업기술센터) ",영천시,경상북도 영천시,2023-08-10 00:00:00.0,,자연사,,,,,,,,,,,,,,,,,,,,,,,2023
430364202300210,20230630,가양동 448-20 인근,[개] 퍼그,417000,개,90,퍼그,백색,2018(년생),7(Kg),대전-동구-2023-00210,20230705,20230717,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307050907401.jpg,,종료(반환),F,U, ,330364202000001,대전동물보호센터,042-825-1118,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,대전광역시,대전광역시 동구,2023-07-05 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
426327202300173,20230630,중앙대로231번길 41-1,[고양이] 페르시안,422400,고양이,214,페르시안,"흰색, 회색",2020(년생),4(Kg),부산-동구-2023-00056,20230705,20230705,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307041407538.jpg,,종료(입양),M,Y,"순하고 사람을 좋아함, 미용되어있음",326327202300001,부산동구청,051-440-4521,부산광역시 동구 구청로 1 (수정동) ,김진홍,부산광역시 동구,2023-07-06 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
446500202300258,20230630,의신면 송정리1139-3 인근,[개] 믹스견,417000,개,114,믹스견,"흰,갈",2022(년생),10(Kg),전남-진도-2023-00157,20230704,20230714,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307041107418[2].jpg,,종료(안락사),F,U,경계가 심하고 목줄없음,346500201300001,진도군임시보호소,061-540-6329,전라남도 진도군 진도읍 성죽골길 30 (진도읍) 진도개축산과,진도군청,전라남도 진도군,2023-08-14 00:00:00.0,,"동물보호센터 운영 지침 제20조,제21조,제22조에 따른 인도적인 처리",,,,,,,,,,,,,,,,,,,,,,,2023
446500202300257,20230630,의신면 송정리 1139-3 인근,[개] 믹스견,417000,개,114,믹스견,흰색,2021(년생),17(Kg),전남-진도-2023-00156,20230704,20230714,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307031707582[2].jpg,,종료(안락사),M,U,경계가 심하고 목줄없음,346500201300001,진도군임시보호소,061-540-6329,전라남도 진도군 진도읍 성죽골길 30 (진도읍) 진도개축산과,진도군청,전라남도 진도군,2023-08-14 00:00:00.0,,"동물보호센터 운영 지침 제20조,제21조,제22조에 따른 인도적인 처리",,,,,,,,,,,,,,,,,,,,,,,2023
446500202300254,20230630,진도119 소방서,[개] 믹스견,417000,개,114,믹스견,황색,2020(년생),14(Kg),전남-진도-2023-00153,20230704,20230714,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202306301306436.jpg,,종료(안락사),M,U,"순하고사람을 잘따름, 목줄있고 녹내장의심 시력상실된것으로보임",346500201300001,진도군임시보호소,061-540-6329,전라남도 진도군 진도읍 성죽골길 30 (진도읍) 진도개축산과,진도군청,전라남도 진도군,2023-08-14 00:00:00.0,,"동물보호센터 운영 지침 제20조,제21조,제22조에 따른 인도적인 처리",,,,,,,,,,,,,,,,,,,,,,,2023
444455202300235,20230630,충남 금산군 진산면 대둔산로 488,[개] 믹스견,417000,개,114,믹스견,갈색,2023(60일미만)(년생),7(Kg),충남-금산-2023-00100,20230704,20230714,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/20230704080763.jpg,,종료(안락사),F,U,무게 약 7㎏,344455202300001,제일동물병원,041-751-3739,충청남도 금산군 금산읍 비단로 59  ,김종부,충청남도 금산군,2023-12-04 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
444455202300234,20230630,추부면 성대초등학교,[개] 믹스견,417000,개,114,믹스견,"흰색, 갈색",2018(년생),8(Kg),충남-금산-2023-00099,20230704,20230714,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/20230704080702.jpg,,종료(안락사),M,U,"색깔 흰색, 갈색",344455202300001,제일동물병원,041-751-3739,충청남도 금산군 금산읍 비단로 59  ,김종부,충청남도 금산군,2023-07-15 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
442424202300427,20230630,장호비치캠핑장,[고양이] 믹스묘,422400,고양이,212,믹스묘,흑갈,2022(년생),3.22(Kg),강원-삼척-2023-00151,20230704,20230714,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/20230630100600.jpg,,종료(안락사),F,N,좌측후지 절단,342424201300001,삼척시동물보호센터,033-571-2610,강원도 삼척시 미로면 동안로 86-45  ,삼척시장,강원특별자치도 삼척시,2023-07-04 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
441559202300536,20230630,장흥면 권율로 524 인근,[고양이] 한국 고양이,422400,고양이,200,한국 고양이,검/갈/흰,2023(60일미만)(년생),0.15(Kg),경기-양주-2023-00350,20230704,20230714,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/20230701130739.jpg,,종료(자연사),M,N,눈뜸. 포유기.,341559200900001,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,김철훈,경기도 양주시,2023-07-04 00:00:00.0,,기력없음.식욕없음.포유기.저체온.,,,,,,,,,,,,,,,,,,,,,,,2023
441559202300535,20230630,장흥면 권율로 524 인근,[고양이] 한국 고양이,422400,고양이,200,한국 고양이,검/흰/갈,2023(60일미만)(년생),0.15(Kg),경기-양주-2023-00349,20230704,20230714,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307011307441.jpg,,종료(자연사),M,N,눈뜸. 포유기.,341559200900001,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,김철훈,경기도 양주시,2023-07-04 00:00:00.0,,기력없음.식욕없음.포유기.저체온.,,,,,,,,,,,,,,,,,,,,,,,2023
441559202300534,20230630,장흥면 권율로524 인근,[고양이] 한국 고양이,422400,고양이,200,한국 고양이,검/흰,2023(60일미만)(년생),0.15(Kg),경기-양주-2023-00348,20230704,20230714,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307011307481.jpg,,종료(자연사),F,U,눈뜸. 포유기.,341559200900001,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,김철훈,경기도 양주시,2023-07-07 00:00:00.0,,기력없음.식욕없음.눈곱.콧물.,,,,,,,,,,,,,,,,,,,,,,,2023
441559202300533,20230630,삼숭동626-4 인근,[고양이] 한국 고양이,422400,고양이,200,한국 고양이,갈/검/흰,2023(60일미만)(년생),0.4(Kg),경기-양주-2023-00347,20230704,20230714,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307011307829.jpg,,종료(입양),F,U,눈곱. 콧물. 꼬리끝꺾임. 예민.,341559200900001,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,김철훈,경기도 양주시,2023-07-17 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
441559202300532,20230630,광적면 가래비12길 31-15 인근,[고양이] 한국 고양이,422400,고양이,200,한국 고양이,검/갈/흰,2023(년생),0.6(Kg),경기-양주-2023-00346,20230704,20230714,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307011307184.jpg,,종료(자연사),M,N,눈곱. 콧물. 기립불능. 저체온. 기력없음. 비강출혈. 호흡곤란.,341559200900001,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,김철훈,경기도 양주시,2023-07-04 00:00:00.0,,기력없음.후지파행.비강출혈.,,,,,,,,,,,,,,,,,,,,,,,2023
441559202300531,20230630,덕정동 4 인근,[개] 믹스견,417000,개,114,믹스견,갈/검/흰,2022(년생),18(Kg),경기-양주-2023-00345,20230704,20230714,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307011307615.jpg,,종료(안락사),M,N,주황바탕에빨간줄무늬목줄.종달려있음.입질.만지는거불가능.꼬리단미안됨.,341559200900001,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,김철훈,경기도 양주시,2023-07-24 00:00:00.0,,보호기간종료.,,,,,,,,,,,,,,,,,,,,,,,2023
441559202300530,20230630,부흥로 1989 덕현초등학교 정문,[개] 믹스견,417000,개,114,믹스견,갈/검/흰,2023(년생),14(Kg),경기-양주-2023-00344,20230704,20230714,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307011307666.jpg,,종료(안락사),F,U,빨간바탕에노란줄무늬목줄.코검정.귀접힘.생식기주변수포염증.사람잘따름.활발함.꼬리단미안됨.,341559200900001,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,김철훈,경기도 양주시,2023-07-26 00:00:00.0,,보호기간종료.,,,,,,,,,,,,,,,,,,,,,,,2023
441559202300529,20230630,옥정서로130 옥정 센트럴파크 푸르지오,[개] 믹스견,417000,개,114,믹스견,검,2021(년생),8(Kg),경기-양주-2023-00357,20230704,20230714,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307011307531.jpg,,종료(반환),M,Y,코검정. 몸쪽미용. 사람좋아함. 꼬리단미안됨. 털상태양호. 칩있음.,341559200900001,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,김철훈,경기도 양주시,2023-07-04 00:00:00.0,,,,410097800315757,-,,,,,,,,,,,,,,,,,,,,2023
441559202300528,20230630,신산리 일대,[고양이] 한국 고양이,422400,고양이,200,한국 고양이,흰/갈/검,2023(년생),0.5(Kg),경기-양주-2023-00356,20230704,20230714,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307011307235.jpg,,종료(자연사),F,U,좌측 목부위 심한상처. 기력없음. 눈곱. 콧물. 겁있음. ,341559200900001,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,김철훈,경기도 양주시,2023-07-10 00:00:00.0,,"기력없음,식욕없음,범백양성,설사.",,,,,,,,,,,,,,,,,,,,,,,2023
431370202300649,20230630,달동 스트라이크 건물 옥상,[고양이] 한국 고양이,422400,고양이,200,한국 고양이,노란색 흰색 치즈,2023(60일미만)(년생),0.50(Kg),울산-남구-2023-00382,20230704,20230714,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307041707302.jpg,,종료(입양),F,N,약한 결막염 및 호흡기증상 야생성이 조금 강하지만 순한 편임,331370202000001,주동물병원,010-6809-8275,울산광역시 남구 돋질로 385-1 (삼산동) ,이명학,울산광역시 남구,2023-08-31 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
428351202300547,20230630,미추홀구 주승로 69번길 22-15,[기타축종] 토끼,429900,기타,117,기타축종,갈/흰,2017(년생),4(Kg),인천-미추홀-2023-00260,20230704,20230714,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307030907718.jpg,,종료(기증),Q,N, 사육포기 동물 인수,328351200900001,경동동물병원,032-515-7567,인천광역시 중구 개항로 68 (경동) ,이광태,인천광역시 미추홀구,2023-07-17 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
428351202300546,20230630,미추홀 관교중 앞 도로변,[고양이] 한국 고양이,422400,고양이,200,한국 고양이,검/흰,2023(년생),0.7(Kg),인천-미추홀-2023-00259,20230704,20230714,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307030907666.jpg,,종료(자연사),Q,N,입소후자연사,328351200900001,경동동물병원,032-515-7567,인천광역시 중구 개항로 68 (경동) ,이광태,인천광역시 미추홀구,2023-07-04 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
426339202300174,20230630,덕상로 26-14 벽산@근처,[고양이] 한국 고양이,422400,고양이,200,한국 고양이,노흰,2023(년생),0.7(Kg),부산-사상-2023-00150,20230704,20230714,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/20230704090752.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/20230704090763.jpg,종료(자연사),Q,U,"사상구-150 노흰&어미없음,눈병 (3개월미만 추정)",326339201300001,(사)하얀비둘기,051-971-6208,부산광역시 강서구 제도로 726 (강동동) ,허영임,부산광역시 사상구,2023-07-05 00:00:00.0,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/20230704090769.jpg,,,,,,,,,,,,,,,,,,,,,,,,2023
450650202302199,20230630,제주시 연동 도령로129 24시똑똑똑메디컬센터,[고양이] 한국 고양이,422400,고양이,200,한국 고양이,검정,2023(60일미만)(년생),1.3(Kg),제주-제주-2023-02145,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307011007794.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307031707144[1].jpg,종료(자연사),M,N,"개체관리번호 23322 - 우안 안구내 출혈,기력없음",350650201200001,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,문성업,제주특별자치도,2023-07-03 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
450650202302198,20230630,제주시 조천읍 교래리 산10-4 탐라승마장 앞,[고양이] 한국 고양이,422400,고양이,200,한국 고양이,카오스,2019(년생),3.6(Kg),제주-제주-2023-02144,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307011007352.jpg,,종료(방사),F,U,"개체관리번호 23321- 좌안 안구내  출혈, 좌안 시력소실 의심",350650201200001,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,문성업,제주특별자치도,2023-07-14 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
450650202302197,20230630,제주시 화북일동 화북주공1단지,[개] 시츄,417000,개,101,시츄,흰갈,2018(년생),4.8(Kg),제주-제주-2023-02143,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307011007264.jpg,,종료(입양),F,N,개체관리번호 1899 ,350650201200001,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,문성업,제주특별자치도,2023-07-15 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
450650202302196,20230630,제주시 오라삼동 월구길30-1,[개] 믹스견,417000,개,114,믹스견,갈색,2023(년생),8.4(Kg),제주-제주-2023-02142,20230703,20230713,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2023/05/202307011007498.jpg,,종료(기증),M,N,개체관리번호 1898 - 8개월,350650201200001,제주 동물보호센터,064-710-4065,제주특별자치도 제주시 첨단동길 184-14 (용강동) ,문성업,제주특별자치도,2023-07-14 00:00:00.0,,,,,,,,,,,,,,,,,,,,,,,,,2023
